10000,0.009421988599933684
20000,0.01949180960000376
30000,0.02980357050000748
40000,0.040771737300019595
50000,0.05195659029996023
60000,0.06413248680000834
70000,0.07942432159979944
80000,0.09289269229993806
90000,0.1021657541001332
100000,0.11084190740002668
110000,0.12372844090023136
120000,0.1340549242999259
130000,0.14674867710018588
140000,0.16110015410013148
150000,0.17369055109993498
160000,0.1889149840000755
170000,0.2002863248999347
180000,0.20617088919971138
190000,0.2183573274000082
200000,0.22921111649993692
210000,0.24184318099978555
220000,0.25397757530008674
230000,0.26666234549993534
240000,0.279619251099939
250000,0.29421215200018197
260000,0.30709750710011574
270000,0.32192113199998856
280000,0.33900542449991916
290000,0.3515647992000595
300000,0.3660105693998048
