10000,2.8166230470000073
20000,11.766162785000006
30000,29.452226056000086
40000,57.30604966299995
50000,98.83220913299999
60000,142.113604398
70000,203.3113712600001
80000,291.03924013200003
90000,380.30919629999994
100000,502.45963413599975
110000,588.060341761
120000,783.0050496039999
130000,823.3590519950003
140000,851.062797525
150000,1016.4184193330002
160000,1282.346061444
170000,1322.7436217850009
180000,1556.8120362749996
190000,1720.2636798900003
200000,1922.102293752001
210000,2034.9746708029998
220000,2020.1208136899986
230000,2214.2429902090007
